,Unnamed: 0,Fascia,Cognome e Nome,Genere,Ateneo,Facoltà,S.S.D.,S.C.,Struttura di afferenza,year,area
47964,47964,Associato,CAPURSO Michele,M,PERUGIA,,M-PSI/04,11/E2,"FILOSOFIA, SCIENZE SOCIALI, UMANE E DELLA FORMAZIONE",2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
47965,47965,Associato,CAPUTI Marcella,F,TRIESTE,,M-PSI/04,11/E2,Scienze della Vita,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
47966,47966,Associato,CAPUTO Annalisa,F,BARI,,M-FIL/01,11/C1,Ricerca e Innovazione Umanistica,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
47967,47967,Ricercatore,CAPUTO Giovanni,M,Urbino Carlo Bo,,M-PSI/01,11/E1,Studi Umanistici (DISTUM),2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
47968,47968,Associato,CAPUTO Michele,M,BOLOGNA,,M-PED/01,11/D1,delle Arti,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
47969,47969,Associato,CAPUTO Stefano,M,SASSARI,,M-FIL/05,11/C4,Scienze Umanistiche e Sociali,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
47970,47970,Ordinario,CAPUZZO Ester,F,"ROMA ""La Sapienza""",,M-STO/04,11/A3,Lettere e Culture Moderne,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
47971,47971,Ordinario,CAPUZZO Paolo,M,BOLOGNA,,M-STO/04,11/A3,Storia Culture Civiltà,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
47972,47972,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),CARALLO Sara,F,ROMA TRE,,M-GGR/01,11/B1,STUDI UMANISTICI,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
47973,47973,Associato,CARAMELLI Eleonora,F,BOLOGNA,,M-FIL/04,11/C4,Filosofia,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
47974,47974,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),CARANNANTE Salvatore,M,TRENTO,,M-FIL/06,11/C5,LETTERE E FILOSOFIA,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
47975,47975,Ordinario,CARAPEZZA Marco,M,PALERMO,,M-FIL/05,11/C4,Scienze Umanistiche,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
47976,47976,Ordinario,CARAVALE Giorgio,M,ROMA TRE,,M-STO/02,11/A2,Scienze Politiche,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
47977,47977,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),CARAVONA Laura,F,MILANO-BICOCCA,,M-PSI/01,11/E1,PSICOLOGIA,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
47978,47978,Associato confermato,CARBONE Angela,F,BARI,,M-STO/02,11/A2,Ricerca e Innovazione Umanistica,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
47979,47979,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),CARBONE Elena,F,PADOVA,,M-PSI/01,11/E1,PSICOLOGIA GENERALE - DPG,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
47980,47980,Associato,CARBONE Luisa,F,TUSCIA,,M-GGR/01,11/B1,"Scienze giuridiche, sociali e pedagogiche",2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
47981,47981,Associato,CARBONE Raffaele,M,Napoli Federico II,,M-FIL/06,11/C5,Studi Umanistici,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
47982,47982,Ordinario,CARBONETTI VENDITTELLI Cristina,F,"ROMA ""Tor Vergata""",,M-STO/09,11/A4,"Storia, patrimonio culturale, formazione e società",2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
47983,47983,Ordinario,CARBONI Donatella,F,SASSARI,,M-GGR/01,11/B1,Scienze Umanistiche e Sociali,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
47984,47984,Associato,CARCI Giuseppe,M,"Univ. Telematica ""Universitas MERCATORUM""",Società e comunicazione,M-PED/04,11/D2,SCIENZE UMANE E SOCIALI,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
47985,47985,Associato,CARCIONE Antonino,M,Univ. Studi GUGLIELMO MARCONI - Telematica,Scienze della Formazione ,M-PSI/07,11/E4,SCIENZE UMANE (HUMAN SCIENCES),2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
47986,47986,Ordinario,CARDELLA Valentina,F,MESSINA,,M-FIL/05,11/C4,"Scienze Cognitive, Psicologiche, Pedagogiche e degli Studi Culturali",2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
47987,47987,Associato,CARDI Valentina,F,PADOVA,,M-PSI/08,11/E4,PSICOLOGIA GENERALE - DPG,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
47988,47988,Associato confermato,CARDILLO Maria Cristina,F,CASSINO e LAZIO MERIDIONALE,,M-GGR/01,11/B1,Lettere e filosofia,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
47989,47989,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),CARDILLO Ramona,F,PADOVA,,M-PSI/04,11/E2,PSICOLOGIA DELLO SVILUPPO E DELLA SOCIALIZZAZIONE - DPSS,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
47990,47990,Ordinario,CARDINALE Bernardo,M,TERAMO,,M-GGR/02,11/B1,DIPARTIMENTO  DI SCIENZE POLITICHE,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
47991,47991,Associato,CARDINALI Paola,F,"Univ. Telematica ""Universitas MERCATORUM""",Società e comunicazione,M-PSI/05,11/E3,SCIENZE UMANE E SOCIALI,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
47992,47992,Ordinario,CARDULLO Rosa Loredana,F,CATANIA,,M-FIL/07,11/C5,Scienze della Formazione,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
47993,47993,Ricercatore,CARELLA Candida Assunta,F,"ROMA ""La Sapienza""",,M-FIL/06,11/C5,Filosofia,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
47994,47994,Associato,CARENZIO Alessandra,F,Cattolica del Sacro Cuore,Scienze della Formazione ,M-PED/03,11/D2,PEDAGOGIA,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
47995,47995,Associato,CARFORA Valentina,F,Univ. Studi Internazionali di ROMA (UNINT),,M-PSI/05,11/E3,Scienze Umanistiche e Sociali Internazionali,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
47996,47996,Associato,CARIA Andrea,M,TRENTO,,M-PSI/02,11/E1,Psicologia e Scienze Cognitive,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
47997,47997,Associato,CARIBONI Guido,M,Cattolica del Sacro Cuore,Lettere e Filosofia ,M-STO/01,11/A1,"STUDI MEDIOEVALI, UMANISTICI E RINASCIMENTALI",2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
47998,47998,Associato,CARICATI Luca,M,PARMA,,M-PSI/05,11/E3,Discipline Umanistiche Sociali e delle Imprese Culturali,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
47999,47999,Associato,CARIOLI Stefania,F,LINK CAMPUS,,M-PED/02,11/D1,SCIENZE UMANE,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48000,48000,Ricercatore,CARLETTI Maela,F,MACERATA,,M-STO/09,11/A4,"Studi umanistici - lingue, mediazione, storia, lettere, filosofia",2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48001,48001,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),CARLETTO Sara,F,TORINO,,M-PSI/08,11/E4,SCIENZE CLINICHE E BIOLOGICHE,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48002,48002,Ordinario,CARLI Maddalena,F,TERAMO,,M-STO/04,11/A3,DIPARTIMENTO  DI SCIENZE POLITICHE,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48003,48003,Ordinario,CARLOMAGNO Nadia,F,Suor Orsola Benincasa - NAPOLI,,M-PED/04,11/D2,"Scienze formative, psicologiche e della comunicazione",2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48004,48004,Associato,CARLUCCI Leonardo,M,FOGGIA,,M-PSI/03,11/E1,"STUDI UMANISTICI. LETTERE, BENI CULTURALI, SCIENZE DELLA FORMAZIONE",2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48005,48005,Associato,CARLUCCI Paola,F,Stranieri di SIENA,,M-STO/04,11/A3,Dipartimento di Studi Umanistici,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48006,48006,Ordinario,CARNAGHI Andrea,M,TRIESTE,,M-PSI/05,11/E3,Scienze della Vita,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48007,48007,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),CARNEVALE Antonio,M,BARI,,M-FIL/03,11/C3,RICERCA E INNOVAZIONE UMANISTICA,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48008,48008,Associato,CARNEVALE Diego,M,Napoli Federico II,,M-STO/02,11/A2,Studi Umanistici,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48009,48009,Associato,CARNEVALE Laura,F,BARI,,M-STO/07,11/A4,Ricerca e Innovazione Umanistica,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48010,48010,Associato,CARNINO Cecilia,F,TORINO,,M-STO/02,11/A2,Studi storici,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48011,48011,Ordinario,CAROCCI Alessandro,M,"ROMA ""Tor Vergata""",,M-STO/01,11/A1,"Storia, patrimonio culturale, formazione e società",2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48012,48012,Associato,CAROFALO Viola,F,"""L'Orientale"" di NAPOLI",,M-FIL/03,11/C3,SCIENZE UMANE E SOCIALI,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48013,48013,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),CAROLA Valeria,F,"ROMA ""La Sapienza""",,M-PSI/08,11/E4,"PSICOLOGIA DINAMICA, CLINICA E SALUTE",2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48014,48014,Ordinario,CAROLI Dorena,F,BOLOGNA,,M-PED/02,11/D1,"Scienze dell'Educazione ""Giovanni Maria Bertin""",2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48015,48015,Associato,CARONE Nicola,M,"ROMA ""Tor Vergata""",,M-PSI/07,11/E4,Medicina dei sistemi,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48016,48016,Ordinario,CARONIA Letizia,F,BOLOGNA,,M-PED/01,11/D1,"Scienze dell'Educazione ""Giovanni Maria Bertin""",2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48017,48017,Associato,CAROPPO Elisabetta,F,SALENTO,,M-STO/04,11/A3,Scienze Umane e Sociali,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48018,48018,Associato,CAROTENUTO Gennaro,M,"CAMPANIA - ""L. VANVITELLI""",,M-STO/04,11/A3,LETTERE E BENI CULTURALI (DiLBEC),2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48019,48019,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),CARPARELLI Mario,M,SALENTO,,M-FIL/06,11/C5,STUDI UMANISTICI,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48020,48020,Ordinario,CARRANO Antonio,M,Napoli Federico II,,M-FIL/06,11/C5,Studi Umanistici,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48021,48021,Ordinario,CARRARA Massimiliano,M,PADOVA,,M-FIL/02,11/C2,"FILOSOFIA, SOCIOLOGIA, PEDAGOGIA E PSICOLOGIA APPLICATA (FISPPA)",2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48022,48022,Associato,CARRARO Luciana,F,PADOVA,,M-PSI/05,11/E3,PSICOLOGIA DELLO SVILUPPO E DELLA SOCIALIZZAZIONE - DPSS,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48023,48023,Ordinario,CARRETTI Barbara,F,PADOVA,,M-PSI/01,11/E1,PSICOLOGIA GENERALE - DPG,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48024,48024,Ordinario,CARRINO Annastella,F,BARI,,M-STO/02,11/A2,Ricerca e Innovazione Umanistica,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48025,48025,Associato,CARROZZINO Danilo,M,BOLOGNA,,M-PSI/08,11/E4,Psicologia �Renzo Canestrari�,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48026,48026,Ricercatore a t.d. - t.defin. (L. 79/2022),CARRUBA Maria Concetta,F,Univ. Telematica PEGASO,"scienze umane, della formazione e dello spor ",M-PED/03,11/D2,PSICOLOGIA E SCIENZE DELL'EDUCAZIONE,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48027,48027,Ordinario,CARRUS Giuseppe,M,ROMA TRE,,M-PSI/05,11/E3,Scienze della Formazione,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48028,48028,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),CARRUS Silvia,F,SASSARI,,M-GGR/02,11/B1,SCIENZE UMANISTICHE E SOCIALI,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48029,48029,Associato confermato,CARTA Stefano Mariano,M,CAGLIARI,,M-PSI/07,11/E4,"Pedagogia, Psicologia, Filosofia",2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48030,48030,Associato,CARUSI Paolo,M,ROMA TRE,,M-STO/04,11/A3,Studi Umanistici,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48031,48031,Associato,CARUSO Rosangela,F,FERRARA,,M-PSI/08,11/E4,Neuroscienze e riabilitazione,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48032,48032,Ricercatore,CASADEI Rita,F,BOLOGNA,,M-PED/01,11/D1,"Scienze dell'Educazione ""Giovanni Maria Bertin""",2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48033,48033,Associato,CASAGLIA Anna,F,TRENTO,,M-GGR/02,11/B1,Sociologia e Ricerca Sociale,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48034,48034,Ordinario,CASAGRANDE Gianluca,M,EUROPEA di ROMA,,M-GGR/01,11/B1,Scienze Umane,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48035,48035,Ordinario,CASAGRANDE Maria,F,"ROMA ""La Sapienza""",,M-PSI/01,11/E1,Psicologia,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48036,48036,Associato,CASALE Silvia,F,FIRENZE,,M-PSI/08,11/E4,Scienze della Salute (DSS),2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48037,48037,Associato,CASALENA Maria Pia,F,BOLOGNA,,M-STO/04,11/A3,Storia Culture Civiltà,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48038,48038,Associato confermato,CASELLA Laura,F,UDINE,,M-STO/02,11/A2,Studi Umanistici e del Patrimonio Culturale,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48039,48039,Associato,CASELLATO Alessandro,M,"""Ca' Foscari"" VENEZIA",,M-STO/04,11/A3,Studi Umanistici,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48040,48040,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),CASEROTTI Marta,F,PADOVA,,M-PSI/01,11/E1,PSICOLOGIA DELLO SVILUPPO E DELLA SOCIALIZZAZIONE - DPSS,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48041,48041,Associato,CASETTA Elena,F,TORINO,,M-FIL/01,11/C1,Filosofia e scienze dell'educazione,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48042,48042,Ricercatore a t.d. - t.pieno (L. 79/2022),CASINI Lorenzo,M,BOLOGNA,,M-FIL/02,11/C2,FILOSOFIA,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48043,48043,Ordinario,CASO Daniela,F,Napoli Federico II,,M-PSI/05,11/E3,Studi Umanistici,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48044,48044,Associato,CASO Letizia,F,"Libera Univ. ""Maria SS.Assunta""-LUMSA - ROMA",,M-PSI/05,11/E3,"Scienze umane - comunicazione, formazione e psicologia",2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48045,48045,Ricercatore a t.d. - t.defin. (art. 24 c.3-a L. 240/10),CASO Rossella,F,FOGGIA,,M-PED/01,11/D1,"STUDI UMANISTICI. LETTERE, BENI CULTURALI, SCIENZE DELLA FORMAZIONE",2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48046,48046,Associato,CASSAMAGNAGHI Silvia,F,MILANO,,M-STO/04,11/A3,"Lingue, Letterature, Culture e Mediazioni",2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48047,48047,Ordinario,CASSATA Francesco,M,GENOVA,,M-STO/04,11/A3,"Antichità, filosofia e storia (DAFIST)",2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48048,48048,Ordinario,CASSIBBA Rosalinda,F,BARI,,M-PSI/04,11/E2,"Scienze della Formazione, Psicologia, Comunicazione",2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48049,48049,Associato,CASTAGNA Luca,M,SALERNO,,M-STO/04,11/A3,Scienze Politiche e della Comunicazione,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48050,48050,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),CASTAGNINO Alessia,F,FIRENZE,,M-STO/02,11/A2,"STORIA, ARCHEOLOGIA, GEOGRAFIA, ARTE E SPETTACOLO (SAGAS)",2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48051,48051,Associato confermato,CASTAGNOLI Donata,F,PERUGIA,,M-GGR/01,11/B1,"LETTERE  - Lingue, letterature e Civiltà Antiche e Moderne",2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48052,48052,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),CASTALDI Elisa,F,FIRENZE,,M-PSI/02,11/E1,"NEUROSCIENZE, PSICOLOGIA, AREA DEL FARMACO E SALUTE DEL BAMBINO (NEUROFARBA)",2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48053,48053,Ricercatore a t.d. - t.defin. (art. 24 c.3-a L. 240/10),CASTALDI Maria Chiara,F,SALERNO,,M-PED/01,11/D1,"SCIENZE UMANE, FILOSOFICHE E DELLA FORMAZIONE",2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48054,48054,Associato,CASTANO' Emanuele,M,TRENTO,,M-PSI/05,11/E3,Psicologia e Scienze Cognitive,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48055,48055,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),CASTELLANA Giuseppina,F,ROMA TRE,,M-PED/04,11/D2,SCIENZE DELLA FORMAZIONE,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48056,48056,Ordinario,CASTELLANI Elena,F,FIRENZE,,M-FIL/02,11/C2,Lettere e Filosofia (DILEF),2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48057,48057,Ricercatore,CASTELLANO Annamaria,F,TORINO,,M-PSI/06,11/E3,Psicologia,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48058,48058,Associato,CASTELLANO Carolina,F,Napoli Federico II,,M-STO/04,11/A3,Scienze Sociali,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48059,48059,Associato,CASTELLANO Sabrina,F,CATANIA,,M-PSI/03,11/E1,Scienze della Formazione,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48060,48060,Associato,CASTELLI Emanuele,M,MESSINA,,M-STO/07,11/A4,Civiltà Antiche e Moderne,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48061,48061,Associato confermato,CASTELLI Fulvia,F,PAVIA,,M-PSI/05,11/E3,SCIENZE DEL SISTEMA NERVOSO E DEL COMPORTAMENTO,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48062,48062,Ordinario,CASTELLI Ilaria,F,BERGAMO,,M-PSI/04,11/E2,Scienze umane e sociali,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48063,48063,Ordinario,CASTELLI Lorys,M,TORINO,,M-PSI/08,11/E4,Psicologia,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48064,48064,Ordinario,CASTELLI Luigi Alessandro,M,PADOVA,,M-PSI/05,11/E3,PSICOLOGIA DELLO SVILUPPO E DELLA SOCIALIZZAZIONE - DPSS,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48065,48065,Associato,CASTELLI Maria Paola,F,CAGLIARI,,M-PSI/02,11/E1,Scienze Biomediche,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48066,48066,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),CASTELLINI Greta,F,Cattolica del Sacro Cuore,"Scienze Agrarie, Alimentari e Ambientali ",M-PSI/06,11/E3,Non disponibile,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48067,48067,Associato confermato,CASTELLUCCI Paola,F,"ROMA ""La Sapienza""",,M-STO/08,11/A4,Lettere e Culture Moderne,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48068,48068,Ordinario,CASTELNUOVO Gianluca,M,Cattolica del Sacro Cuore,Psicologia ,M-PSI/08,11/E4,PSICOLOGIA,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48069,48069,Ordinario,CASTIELLO Umberto,M,PADOVA,,M-PSI/02,11/E1,PSICOLOGIA GENERALE - DPG,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48070,48070,Ordinario,CASTIGLIONI Benedetta,F,PADOVA,,M-GGR/01,11/B1,"SCIENZE STORICHE, GEOGRAFICHE E DELL'ANTICHITA' (DiSSGeA)",2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48071,48071,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),CASTIGLIONI Cinzia,F,Cattolica del Sacro Cuore,Psicologia ,M-PSI/06,11/E3,Non disponibile,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48072,48072,Associato confermato,CASTIGLIONI Marco,M,MILANO-BICOCCA,,M-PSI/08,11/E4,"SCIENZE UMANE PER LA FORMAZIONE ""RICCARDO MASSA""",2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48073,48073,Associato,CASTIGLIONI Micaela Donatella,F,MILANO-BICOCCA,,M-PED/01,11/D1,"SCIENZE UMANE PER LA FORMAZIONE ""RICCARDO MASSA""",2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48074,48074,Associato confermato,CASTOLDI Mario,M,TORINO,,M-PED/03,11/D2,Filosofia e scienze dell'educazione,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48075,48075,Associato,CASU Giulia,F,BOLOGNA,,M-PSI/03,11/E1,Psicologia �Renzo Canestrari�,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48076,48076,Associato,CASUCCI Marco,M,PERUGIA,,M-FIL/01,11/C1,"FILOSOFIA, SCIENZE SOCIALI, UMANE E DELLA FORMAZIONE",2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48077,48077,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),CASULA Elias Paolo,M,"ROMA ""Tor Vergata""",,M-PSI/03,11/E1,MEDICINA DEI SISTEMI,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48078,48078,Associato,CATALAN Tullia,F,TRIESTE,,M-STO/04,11/A3,Studi Umanistici,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48079,48079,Associato,CATALIOTO Luciano,M,MESSINA,,M-STO/01,11/A1,Civiltà Antiche e Moderne,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48080,48080,Ordinario,CATAPANO Giovanni,M,PADOVA,,M-FIL/08,11/C5,"FILOSOFIA, SOCIOLOGIA, PEDAGOGIA E PSICOLOGIA APPLICATA (FISPPA)",2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48081,48081,Ordinario,CATARCI Marco,M,ROMA TRE,,M-PED/01,11/D1,Scienze della Formazione,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48082,48082,Associato,CATAUDELLA Stefania,F,CAGLIARI,,M-PSI/07,11/E4,"Pedagogia, Psicologia, Filosofia",2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48083,48083,Ordinario,CATELLANI Patrizia,F,Cattolica del Sacro Cuore,Scienze Politiche e Sociali ,M-PSI/05,11/E3,PSICOLOGIA,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48084,48084,Ordinario,CATENA Maria Teresa,F,Napoli Federico II,,M-FIL/01,11/C1,Studi Umanistici,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48085,48085,Associato,CATONE Gennaro,M,Suor Orsola Benincasa - NAPOLI,,M-PSI/08,11/E4,"Scienze formative, psicologiche e della comunicazione",2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48086,48086,Associato,CATRICALA' Eleonora,F,I.U.S.S. - PAVIA,,M-PSI/02,11/E1,Scienze Umane e della Vita,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48087,48087,Ordinario,CATTANEI Elisabetta,F,Cattolica del Sacro Cuore,Lettere e Filosofia ,M-FIL/07,11/C5,FILOSOFIA,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48088,48088,Associato,CATTANEO Francesco,M,BOLOGNA,,M-FIL/04,11/C4,delle Arti,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48089,48089,Ricercatore,CATTANEO Maria Teresa,F,"""Parthenope"" di NAPOLI",,M-PSI/01,11/E1,"Dipartimento delle Scienze Mediche, Motorie e del Benessere",2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48090,48090,Ordinario,CATTANEO Massimo,M,Napoli Federico II,,M-STO/02,11/A2,Studi Umanistici,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48091,48091,Associato,CATTANEO Zaira,F,BERGAMO,,M-PSI/02,11/E1,Scienze umane e sociali,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
